timestamp,login,event,subsystem,comment,description
2017-05-14 09:09:59,user908@yahoo.com,import_attempt,ui,import_attempt operation was initiated by user908@yahoo.com,System event: import_attempt
2016-11-28 12:26:28,user322@domain.net,error_partial,auth_legacy,Failed to perform error_partial in auth_legacy by user322@domain.net,System event: error_partial
2021-03-15 02:26:34,user181@outlook.com,backup_success,db_v2,backup_success operation was initiated by user181@outlook.com,Successful completion of backup
2004-05-13 17:48:32,user424@domain.net,login_success,db_backend,Failed to perform login_success in db_backend by user424@domain.net,Successful completion of login
2006-05-03 10:01:41,user267@outlook.com,warning,db,Debug information for warning,Potential issue that needs attention
2023-10-01 01:38:33,user554@company.org,session_start_partial,storage_backend,Failed to perform session_start_partial in storage_backend by user554@company.org,System event: session_start_partial
2005-11-02 13:38:07,user983@domain.net,password_reset,messaging,Routine operation: password_reset,System event: password_reset
2013-05-25 21:48:25,user27@company.org,audit_attempt,ui,User user27@company.org performed audit_attempt in ui,System event: audit_attempt
2003-01-14 08:15:22,user158@yahoo.com,config_change_partial,ui_new,Security-related action: config_change_partial,System event: config_change_partial
2010-03-27 11:38:26,user503@gmail.com,config_change_success,messaging_legacy,User user503@gmail.com performed config_change_success in messaging_legacy,Successful completion of config_change
2020-02-15 18:57:17,user870@company.org,warning_attempt,storage_backend,Failed to perform warning_attempt in storage_backend by user870@company.org,System event: warning_attempt
2006-04-04 04:26:31,user673@gmail.com,logout_complete,monitoring,Security-related action: logout_complete,System event: logout_complete
2014-12-24 04:32:03,user258@company.org,session_end_success,db_backend,System recorded session_end_success for subsystem db_backend,Successful completion of session_end
2006-01-31 10:33:55,user549@yahoo.com,logout,db_backend,logout operation was initiated by user549@yahoo.com,User session termination
2023-03-16 21:45:27,user594@outlook.com,password_reset_complete,ui_new,password_reset_complete operation was initiated by user594@outlook.com,System event: password_reset_complete
2020-02-18 21:55:18,user448@gmail.com,info_partial,db_v2,Routine operation: info_partial,System event: info_partial
2007-05-29 10:26:45,user946@gmail.com,logout_success,reporting,logout_success operation was initiated by user946@gmail.com,Successful completion of logout
2018-03-29 07:36:07,user210@domain.net,info,billing_legacy,System recorded info for subsystem billing_legacy,Informational message about system operation
2007-02-23 23:30:48,user481@domain.net,logout_success,api,Debug information for logout_success,Successful completion of logout
2019-10-28 16:33:32,user689@outlook.com,info_failed,api,Performance issue detected during info_failed,Failed attempt to perform info
2022-05-11 21:22:10,user529@outlook.com,error_complete,messaging,Performance issue detected during error_complete,System event: error_complete
2010-09-26 12:59:36,user310@outlook.com,import_partial,api,Failed to perform import_partial in api by user310@outlook.com,System event: import_partial
2006-07-28 20:09:14,user526@outlook.com,info_complete,api,Action info_complete completed successfully in api,System event: info_complete
2001-12-15 00:11:09,user450@yahoo.com,session_start,billing,User user450@yahoo.com performed session_start in billing,System event: session_start
2021-12-13 06:20:56,user571@company.org,password_reset_complete,db,Debug information for password_reset_complete,System event: password_reset_complete
2017-11-21 05:39:52,user533@gmail.com,auth_partial,reporting_frontend,Unexpected behavior during auth_partial,System event: auth_partial
2002-11-28 08:49:35,user999@yahoo.com,password_reset_complete,reporting_frontend,Performance issue detected during password_reset_complete,System event: password_reset_complete
2006-09-17 23:38:10,user720@yahoo.com,auth_partial,ui_new,System recorded auth_partial for subsystem ui_new,System event: auth_partial
2023-03-15 00:43:52,user122@outlook.com,login_complete,db_backend,login_complete operation was initiated by user122@outlook.com,System event: login_complete
2017-11-07 05:34:41,user47@gmail.com,session_start_attempt,api,Performance issue detected during session_start_attempt,System event: session_start_attempt
2021-08-20 22:47:28,user867@outlook.com,error_partial,messaging,Unexpected behavior during error_partial,System event: error_partial
2022-04-17 23:12:04,user188@outlook.com,config_change_partial,ui,User user188@outlook.com performed config_change_partial in ui,System event: config_change_partial
2001-04-19 05:11:25,user183@gmail.com,error_failed,reporting_frontend,error_failed operation was initiated by user183@gmail.com,Failed attempt to perform error
2005-03-27 07:23:44,user986@outlook.com,session_end,reporting_frontend,Routine operation: session_end,System event: session_end
2005-11-23 10:20:43,user158@yahoo.com,info_failed,auth_legacy,Routine operation: info_failed,Failed attempt to perform info
2019-02-28 11:42:31,user251@company.org,logout_success,db_v2,Debug information for logout_success,Successful completion of logout
2009-04-21 01:12:29,user198@domain.net,info,reporting,info operation was initiated by user198@domain.net,Informational message about system operation
2022-12-01 17:15:59,user642@domain.net,session_end_success,network_v2,Security-related action: session_end_success,Successful completion of session_end
2017-07-24 20:36:05,user28@company.org,login_failed,api,Failed to perform login_failed in api by user28@company.org,Failed attempt to perform login
2001-03-25 00:58:43,user612@yahoo.com,backup_success,ui_frontend,backup_success operation was initiated by user612@yahoo.com,Successful completion of backup
2013-01-11 23:37:30,user618@outlook.com,read_complete,billing_legacy,Performance issue detected during read_complete,System event: read_complete
2015-04-23 18:47:10,user812@domain.net,audit,messaging,Action audit completed successfully in messaging,System event: audit
2009-12-03 03:12:06,user807@outlook.com,restore_attempt,db,Debug information for restore_attempt,System event: restore_attempt
2023-10-25 10:45:53,user648@gmail.com,update_partial,ui,User user648@gmail.com performed update_partial in ui,System event: update_partial
2018-01-16 15:46:59,user569@yahoo.com,session_end,network_v2,User user569@yahoo.com performed session_end in network_v2,System event: session_end
2021-05-16 20:43:02,user830@domain.net,restore_attempt,messaging,Security-related action: restore_attempt,System event: restore_attempt
2000-03-29 15:24:37,user522@gmail.com,warning_complete,billing,warning_complete operation was initiated by user522@gmail.com,System event: warning_complete
2018-06-11 06:38:16,user786@outlook.com,warning_complete,network,Unexpected behavior during warning_complete,System event: warning_complete
2015-05-05 17:11:31,user872@domain.net,delete,reporting,Security-related action: delete,Removal of a resource
2004-07-05 16:35:41,user116@domain.net,session_start_failed,db_backend,session_start_failed operation was initiated by user116@domain.net,Failed attempt to perform session_start
2006-03-09 17:37:59,user289@outlook.com,login_partial,reporting,Security-related action: login_partial,System event: login_partial
2022-09-12 21:24:41,user741@gmail.com,logout_attempt,network_v2,System recorded logout_attempt for subsystem network_v2,System event: logout_attempt
2011-01-30 23:01:52,user267@outlook.com,auth,monitoring,Routine operation: auth,System event: auth
2017-01-01 03:23:36,user295@yahoo.com,login_failed,ui_frontend,login_failed operation was initiated by user295@yahoo.com,Failed attempt to perform login
2020-12-06 05:21:35,user103@yahoo.com,info_partial,storage,Unexpected behavior during info_partial,System event: info_partial
2009-09-18 17:28:54,user795@outlook.com,warning_partial,ui_new,Routine operation: warning_partial,System event: warning_partial
2013-06-29 20:39:41,user227@company.org,info_failed,ui_frontend,Action info_failed completed successfully in ui_frontend,Failed attempt to perform info
2010-09-10 22:47:45,user938@yahoo.com,logout_complete,network,User user938@yahoo.com performed logout_complete in network,System event: logout_complete
2006-08-30 14:55:20,user812@domain.net,login_success,reporting_frontend,User user812@domain.net performed login_success in reporting_frontend,Successful completion of login
2004-06-30 18:05:21,user647@gmail.com,info_partial,messaging,Performance issue detected during info_partial,System event: info_partial
2015-09-18 01:48:33,user187@gmail.com,read_complete,network,Security-related action: read_complete,System event: read_complete
2005-03-10 10:53:27,user173@yahoo.com,login_failed,ui_new,Security-related action: login_failed,Failed attempt to perform login
2021-07-14 14:55:18,user396@company.org,auth_partial,network,Performance issue detected during auth_partial,System event: auth_partial
2014-03-14 21:04:07,user216@domain.net,create_attempt,reporting,Failed to perform create_attempt in reporting by user216@domain.net,System event: create_attempt
